Month	Date	Mean station level air pressure (hPa)	Mean sea level air pressure (hPa)	Total rainfall (mm)	Maximum rainfall per hour (mm)	Maximum rainfall per 10 minutes (mm)	Mean air temperature (℃)	Maximum temperature　(℃)	Minimum temperature　(℃)	Mean relative humidity　(%)	Minimum relative humidity (%)	Mean wind speed (m/s)	Maximum wind speed (m/s)	Direction of Maximum wind speed	Maximum instantaneous wind speed (m/s)	Direction of Maximum instantaneous wind speed	Sunshine duration (h)	Total snowfall (cm)	Maximum depth of snow cover (cm)	Meteorological summary 6:00-18:00	Meteorological summary 18:00- next day 6:00	
12	3	1014.8	1019.3	1.0	1.0	0.5	6.7	9.2	3.4	76	60	3.6	5.7	北北西	10.2	北	0.0	--	--	曇	曇時々雨	
12	4	1000.7	1005.1	1.5	1.5	1.0	9.9	13.5	7.8	72	42	2.5	6.1	北北西	11.4	北西	0.3	--	--	曇時々雨後晴	晴	
12	5	1008.9	1013.3	--	--	--	9.8	13.7	4.7	50	31	2.4	6.5	南南西	11.7	南南西	7.6	--	--	晴後時々曇	曇時々晴	
12	6	1005.0	1009.4	0.0	0.0	0.0	11.9	18.4	7.6	44	19	4.6	8.8	南西	15.1	南西	8.6	--	--	晴	晴	
12	7	1011.6	1016.0	--	--	--	8.4	12.8	5.6	43	29	2.6	5.1	北西	8.1	北西	8.5	--	--	晴	晴	
12	8	1001.2	1005.6	--	--	--	9.3	17.0	4.2	42	18	3.6	7.7	南南西	16.0	南西	8.8	--	--	快晴	晴	
12	9	999.4	1003.9	--	--	--	6.6	10.8	2.8	33	19	4.2	7.4	西北西	13.0	西	8.5	--	--	晴	快晴	
12	10	1002.9	1007.4	--	--	--	5.4	10.4	1.2	36	16	2.7	7.1	北西	13.4	北西	8.2	--	--	晴	快晴	
12	11	1008.3	1012.8	--	--	--	6.7	12.0	1.5	35	17	1.6	3.4	北西	6.0	西北西	8.7	--	--	晴	快晴	
12	12	1015.0	1019.5	--	--	--	7.2	11.2	4.0	37	21	2.3	4.8	北西	7.9	北北西	8.2	--	--	晴	快晴	
12	13	1023.2	1027.8	--	--	--	7.1	11.9	2.7	39	22	3.4	7.5	西北西	12.8	西北西	9.0	--	--	快晴	快晴	
12	14	1023.5	1028.0	--	--	--	7.3	12.0	2.7	48	39	1.8	3.8	南	7.4	南南東	7.4	--	--	薄曇時々晴	曇一時雨	
12	15	1010.4	1014.9	2.0	1.0	0.5	7.2	9.1	5.5	71	41	1.5	2.9	北北西	4.8	北北西	0.0	--	--	曇時々雨	曇後一時雨	
12	16	1008.5	1012.9	0.5	0.5	0.5	12.0	18.2	5.8	52	30	3.4	7.5	北西	13.5	北北西	8.9	--	--	快晴	晴後薄曇	
12	17	1012.3	1016.8	1.5	0.5	0.5	7.9	9.5	6.2	69	48	2.9	5.4	北北西	9.6	北北西	0.0	--	--	曇時々雨	曇時々雨	
12	18	1003.1	1007.5	0.0	0.5	0.0	10.4	15.6	7.2	64	36	2.7	7.0	北北西	12.3	北北西	5.4	--	--	曇時々晴	曇	
12	19	1011.5	1016.0	0.0	0.0	0.0	6.1	9.0	4.0	33	24	4.9	8.3	北北西	17.2	北西	6.4	--	--	晴時々曇	快晴	
12	20	1017.7	1022.2	--	--	--	6.6	10.3	3.0	33	19	2.7	5.4	北西	9.3	西北西	7.7	--	--	晴	晴	
12	21	1019.4	1024.0	--	--	--	6.8	9.8	2.3	47	32	2.0	4.5	北北西	8.1	北北西	3.9	--	--	曇一時晴	曇後一時雨	
12	22	1005.4	1009.9	16.5	5.5	2.0	6.8	11.4	3.3	69	48	2.7	5.6	北北西	12.0	西北西	1.2	--	--	雨後一時晴	晴後曇	
12	23	1007.1	1011.6	--	--	--	7.1	10.0	4.3	49	39	3.2	7.4	北北西	13.9	北北西	0.6	--	--	曇後一時晴	晴	
12	24	1011.9	1016.5	--	--	--	5.1	8.3	3.2	39	16	3.0	6.4	北北西	12.1	北西	8.6	--	--	晴	晴	
12	25	1011.6	1016.1	--	--	--	4.5	9.7	0.1	51	35	1.5	3.1	北北西	5.1	北北西	9.0	--	--	快晴	快晴	
12	26	1014.4	1018.9	--	--	--	4.4	7.5	1.3	37	24	4.2	7.6	北北西	14.4	北西	8.9	--	--	晴	快晴	
12	27	1021.2	1025.8	--	--	--	3.9	7.4	0.8	40	26	2.8	6.8	北北西	12.9	北北西	8.8	--	--	晴	晴	
12	28	1020.4	1025.0	2.5	1.0	0.5	4.2	7.4	0.5	60	39	1.8	4.1	北西	6.9	北	0.0	--	--	曇後時々雨	雨後時々曇	
12	29	1017.1	1021.6	1.0	1.0	0.5	7.5	11.5	3.6	74	52	2.9	5.4	北北西	9.9	北西	6.3	--	--	晴時々曇	曇後時々雨	
12	30	1002.3	1006.8	40.0	11.5	2.5	7.2	8.7	6.0	90	74	2.1	4.7	北西	9.1	西北西	0.0	--	--	雨	曇一時雨	
12	31	999.7	1004.1	0.0	0.0	0.0	8.8	11.3	4.6	48	32	2.8	5.9	北北西	14.6	北西	0.5	--	--	曇後晴	晴	
